question_id,question_id_no0,grade,subject
1899,1899,4,natural science
1900,1900,3,natural science
1901,1901,6,natural science
1902,1902,4,natural science
1903,1903,8,natural science
1904,1904,3,social science
1905,1905,6,natural science
1906,1906,8,natural science
1907,1907,4,natural science
1908,1908,8,natural science
1909,1909,8,social science
1910,1910,3,social science
1911,1911,4,social science
1912,1912,7,natural science
1913,1913,7,social science
1914,1914,8,natural science
1915,1915,7,social science
1916,1916,2,natural science
1917,1917,7,natural science
1918,1918,11,language science
1919,1919,7,natural science
1920,1920,4,natural science
1921,1921,8,natural science
1922,1922,3,social science
1923,1923,6,language science
1924,1924,8,natural science
1925,1925,8,natural science
1926,1926,6,natural science
1927,1927,7,natural science
1928,1928,2,language science
1929,1929,4,natural science
1930,1930,6,social science
1931,1931,4,natural science
1932,1932,11,language science
1933,1933,8,language science
1934,1934,5,natural science
1935,1935,2,natural science
1936,1936,4,natural science
1937,1937,6,natural science
1938,1938,7,natural science
1939,1939,7,language science
1940,1940,5,social science
1941,1941,4,language science
1942,1942,7,natural science
1943,1943,3,natural science
1944,1944,12,language science
1945,1945,5,natural science
1946,1946,6,language science
1947,1947,4,natural science
1948,1948,10,language science
1949,1949,5,natural science
1950,1950,7,social science
1951,1951,5,social science
1952,1952,5,natural science
1953,1953,4,natural science
1954,1954,4,language science
1955,1955,6,natural science
1956,1956,5,natural science
1957,1957,6,social science
1958,1958,11,language science
1959,1959,7,natural science
1960,1960,5,natural science
1961,1961,3,social science
1962,1962,6,social science
1963,1963,7,natural science
1964,1964,5,natural science
1965,1965,3,natural science
1966,1966,11,language science
1967,1967,4,natural science
1968,1968,4,natural science
1969,1969,8,natural science
1970,1970,4,social science
1971,1971,8,natural science
1972,1972,4,language science
1973,1973,4,language science
1974,1974,8,social science
1975,1975,8,social science
1976,1976,5,social science
1977,1977,5,natural science
1978,1978,9,language science
1979,1979,3,social science
1980,1980,8,natural science
1981,1981,3,language science
1982,1982,5,natural science
1983,1983,6,natural science
1984,1984,5,natural science
1985,1985,2,natural science
1986,1986,7,natural science
1987,1987,2,natural science
1988,1988,4,natural science
1989,1989,7,natural science
1990,1990,5,natural science
1991,1991,4,social science
1992,1992,8,natural science
1993,1993,4,language science
1994,1994,2,natural science
1995,1995,5,natural science
1996,1996,7,social science
1997,1997,6,natural science
1998,1998,4,social science
1999,1999,6,natural science
2000,2000,7,language science
2001,2001,3,social science
2002,2002,7,language science
2003,2003,4,language science
2004,2004,9,language science
2005,2005,3,natural science
2006,2006,6,natural science
2007,2007,6,natural science
2008,2008,4,natural science
2009,2009,4,natural science
2010,2010,3,natural science
2011,2011,7,natural science
2012,2012,4,natural science
2013,2013,7,natural science
2014,2014,8,social science
2015,2015,4,natural science
2016,2016,7,natural science
2017,2017,3,natural science
2018,2018,11,language science
2019,2019,4,social science
2020,2020,5,social science
2021,2021,7,natural science
2022,2022,2,language science
2023,2023,8,social science
2024,2024,8,natural science
2025,2025,6,natural science
2026,2026,7,language science
2027,2027,5,social science
2028,2028,5,natural science
2029,2029,5,natural science
2030,2030,8,language science
2031,2031,7,natural science
2032,2032,4,natural science
2033,2033,9,language science
2034,2034,3,natural science
2035,2035,7,social science
2036,2036,10,language science
2037,2037,3,natural science
2038,2038,8,language science
2039,2039,4,natural science
2040,2040,7,natural science
2041,2041,4,social science
2042,2042,2,natural science
2043,2043,7,social science
2044,2044,2,natural science
2045,2045,7,language science
2046,2046,5,social science
2047,2047,5,natural science
2048,2048,4,language science
2049,2049,11,language science
2050,2050,3,natural science
2051,2051,6,natural science
2052,2052,5,natural science
2053,2053,4,natural science
2054,2054,3,natural science
2055,2055,4,social science
2056,2056,6,natural science
2057,2057,5,natural science
2058,2058,4,language science
2059,2059,7,natural science
2060,2060,3,natural science
2061,2061,7,social science
2062,2062,8,language science
2063,2063,3,natural science
2064,2064,7,natural science
2065,2065,6,natural science
2066,2066,3,natural science
2067,2067,1,language science
2068,2068,2,natural science
2069,2069,4,social science
2070,2070,6,natural science
2071,2071,4,social science
2072,2072,7,natural science
2073,2073,3,natural science
2074,2074,3,social science
2075,2075,6,natural science
2076,2076,8,social science
2077,2077,2,social science
2078,2078,9,language science
2079,2079,10,language science
2080,2080,3,natural science
2081,2081,5,natural science
2082,2082,5,language science
2083,2083,7,natural science
2084,2084,12,language science
2085,2085,3,natural science
2086,2086,2,natural science
2087,2087,3,natural science
2088,2088,11,language science
2089,2089,10,language science
2090,2090,3,language science
2091,2091,5,language science
2092,2092,10,language science
2093,2093,4,social science
2094,2094,2,natural science
2095,2095,8,social science
2096,2096,7,natural science
2097,2097,5,natural science
2098,2098,2,natural science
2099,2099,1,language science
2100,2100,8,natural science
2101,2101,2,language science
2102,2102,6,language science
2103,2103,2,natural science
2104,2104,3,language science
2105,2105,5,natural science
2106,2106,4,language science
2107,2107,7,natural science
2108,2108,5,natural science
2109,2109,4,natural science
2110,2110,4,social science
2111,2111,6,natural science
2112,2112,10,language science
2113,2113,4,natural science
2114,2114,6,natural science
2115,2115,5,natural science
2116,2116,4,natural science
2117,2117,3,social science
2118,2118,7,language science
2119,2119,2,language science
2120,2120,7,language science
2121,2121,4,natural science
2122,2122,2,language science
2123,2123,6,language science
2124,2124,8,natural science
2125,2125,6,language science
2126,2126,9,language science
2127,2127,2,natural science
2128,2128,6,natural science
2129,2129,5,natural science
2130,2130,4,natural science
2131,2131,10,language science
2132,2132,5,social science
2133,2133,2,language science
2134,2134,4,natural science
2135,2135,6,language science
2136,2136,4,social science
2137,2137,7,natural science
2138,2138,7,language science
2139,2139,5,social science
2140,2140,7,natural science
2141,2141,7,social science
2142,2142,1,language science
2143,2143,5,natural science
2144,2144,7,natural science
2145,2145,6,natural science
2146,2146,5,social science
2147,2147,4,natural science
2148,2148,3,natural science
2149,2149,2,natural science
2150,2150,3,natural science
2151,2151,4,social science
2152,2152,7,natural science
2153,2153,7,social science
2154,2154,3,natural science
2155,2155,4,social science
2156,2156,8,social science
2157,2157,3,social science
2158,2158,6,natural science
2159,2159,5,natural science
2160,2160,5,natural science
2161,2161,6,natural science
2162,2162,4,natural science
2163,2163,4,natural science
2164,2164,6,natural science
2165,2165,3,natural science
2166,2166,4,language science
2167,2167,7,natural science
2168,2168,5,social science
2169,2169,5,natural science
2170,2170,8,natural science
2171,2171,9,language science
2172,2172,2,language science
2173,2173,6,natural science
2174,2174,4,social science
2175,2175,8,natural science
2176,2176,2,natural science
2177,2177,8,natural science
2178,2178,3,language science
2179,2179,10,language science
2180,2180,2,natural science
2181,2181,5,natural science
2182,2182,9,language science
2183,2183,6,natural science
2184,2184,6,language science
2185,2185,6,social science
2186,2186,6,social science
2187,2187,4,social science
2188,2188,6,natural science
2189,2189,6,natural science
2190,2190,2,natural science
2191,2191,5,natural science
2192,2192,7,natural science
2193,2193,4,social science
2194,2194,7,natural science
2195,2195,6,natural science
2196,2196,6,natural science
2197,2197,8,natural science
2198,2198,7,natural science
2199,2199,5,natural science
2200,2200,7,natural science
2201,2201,5,social science
2202,2202,8,natural science
2203,2203,6,social science
2204,2204,5,language science
2205,2205,10,language science
2206,2206,4,language science
2207,2207,8,natural science
2208,2208,10,language science
2209,2209,8,social science
2210,2210,2,natural science
2211,2211,5,natural science
2212,2212,8,natural science
2213,2213,3,natural science
2214,2214,4,natural science
2215,2215,5,natural science
2216,2216,2,natural science
2217,2217,8,natural science
2218,2218,5,natural science
2219,2219,7,natural science
2220,2220,5,social science
2221,2221,12,language science
2222,2222,6,natural science
2223,2223,8,social science
2224,2224,8,natural science
2225,2225,2,natural science
2226,2226,2,social science
2227,2227,5,social science
2228,2228,2,natural science
2229,2229,3,natural science
2230,2230,2,natural science
2231,2231,8,natural science
2232,2232,5,language science
2233,2233,5,natural science
2234,2234,6,natural science
2235,2235,11,language science
2236,2236,9,language science
2237,2237,3,language science
2238,2238,4,natural science
2239,2239,10,language science
2240,2240,9,language science
2241,2241,4,natural science
2242,2242,12,language science
2243,2243,5,natural science
2244,2244,7,language science
2245,2245,3,natural science
2246,2246,4,natural science
2247,2247,3,language science
2248,2248,3,language science
2249,2249,5,natural science
2250,2250,7,natural science
2251,2251,9,language science
2252,2252,3,language science
2253,2253,12,language science
2254,2254,7,social science
2255,2255,6,language science
2256,2256,5,natural science
2257,2257,5,social science
2258,2258,5,social science
2259,2259,7,social science
2260,2260,8,language science
2261,2261,3,social science
2262,2262,5,natural science
2263,2263,7,natural science
2264,2264,6,natural science
2265,2265,9,language science
2266,2266,3,natural science
2267,2267,6,natural science
2268,2268,8,social science
2269,2269,5,language science
2270,2270,8,natural science
2271,2271,6,natural science
2272,2272,4,natural science
2273,2273,6,social science
2274,2274,8,social science
2275,2275,5,natural science
2276,2276,8,natural science
2277,2277,4,natural science
2278,2278,5,natural science
2279,2279,9,language science
2280,2280,4,natural science
2281,2281,3,social science
2282,2282,6,natural science
2283,2283,4,social science
2284,2284,2,natural science
2285,2285,6,social science
2286,2286,7,natural science
2287,2287,4,natural science
2288,2288,3,social science
2289,2289,3,natural science
2290,2290,7,social science
2291,2291,5,social science
2292,2292,8,natural science
2293,2293,11,language science
2294,2294,6,natural science
2295,2295,7,natural science
2296,2296,2,social science
2297,2297,4,natural science
2298,2298,12,language science
2299,2299,6,social science
2300,2300,7,language science
2301,2301,6,language science
2302,2302,3,social science
2303,2303,7,language science
2304,2304,5,natural science
2305,2305,8,natural science
2306,2306,8,natural science
2307,2307,3,natural science
2308,2308,3,natural science
2309,2309,4,language science
2310,2310,6,natural science
2311,2311,2,natural science
2312,2312,5,social science
2313,2313,12,language science
2314,2314,4,natural science
2315,2315,5,natural science
2316,2316,2,natural science
2317,2317,8,natural science
2318,2318,5,natural science
2319,2319,6,natural science
2320,2320,5,natural science
2321,2321,4,natural science
2322,2322,2,natural science
2323,2323,6,social science
2324,2324,8,natural science
2325,2325,5,social science
2326,2326,6,natural science
2327,2327,3,natural science
2328,2328,3,social science
2329,2329,3,language science
2330,2330,12,language science
2331,2331,3,natural science
2332,2332,2,natural science
2333,2333,4,language science
2334,2334,7,language science
2335,2335,8,social science
2336,2336,3,natural science
2337,2337,3,social science
2338,2338,7,social science
2339,2339,7,natural science
2340,2340,6,natural science
2341,2341,3,social science
2342,2342,5,social science
2343,2343,6,social science
2344,2344,4,natural science
2345,2345,9,language science
2346,2346,8,social science
2347,2347,3,natural science
2348,2348,7,natural science
2349,2349,11,language science
2350,2350,10,language science
2351,2351,3,natural science
2352,2352,4,natural science
2353,2353,2,language science
2354,2354,4,natural science
2355,2355,3,social science
2356,2356,2,language science
2357,2357,3,language science
2358,2358,5,social science
2359,2359,8,natural science
2360,2360,4,natural science
2361,2361,5,social science
2362,2362,11,language science
2363,2363,4,natural science
2364,2364,8,language science
2365,2365,5,natural science
2366,2366,5,social science
2367,2367,8,social science
2368,2368,8,natural science
2369,2369,3,natural science
2370,2370,8,language science
2371,2371,8,social science
2372,2372,4,natural science
2373,2373,2,social science
2374,2374,11,language science
2375,2375,4,natural science
2376,2376,4,social science
2377,2377,10,language science
2378,2378,11,language science
2379,2379,4,social science
2380,2380,3,natural science
2381,2381,4,social science
2382,2382,8,natural science
2383,2383,3,social science
2384,2384,4,natural science
2385,2385,8,natural science
2386,2386,7,language science
2387,2387,8,natural science
2388,2388,4,social science
2389,2389,8,natural science
2390,2390,11,language science
2391,2391,8,natural science
2392,2392,8,natural science
2393,2393,3,social science
2394,2394,1,language science
2395,2395,2,social science
2396,2396,3,language science
2397,2397,11,language science
2398,2398,8,natural science
2399,2399,6,social science
2400,2400,4,natural science
2401,2401,8,social science
2402,2402,8,social science
2403,2403,3,natural science
2404,2404,3,natural science
2405,2405,12,language science
2406,2406,4,natural science
2407,2407,5,social science
2408,2408,3,language science
2409,2409,4,natural science
2410,2410,3,natural science
2411,2411,8,natural science
2412,2412,4,language science
2413,2413,8,natural science
2414,2414,6,natural science
2415,2415,7,natural science
2416,2416,7,natural science
2417,2417,9,language science
2418,2418,9,language science
2419,2419,4,natural science
2420,2420,3,natural science
2421,2421,6,natural science
2422,2422,8,social science
2423,2423,12,language science
2424,2424,8,social science
2425,2425,9,language science
2426,2426,6,natural science
2427,2427,6,natural science
2428,2428,3,language science
2429,2429,5,natural science
2430,2430,8,natural science
2431,2431,3,natural science
2432,2432,2,language science
2433,2433,6,natural science
2434,2434,7,natural science
2435,2435,8,natural science
2436,2436,5,social science
2437,2437,3,natural science
2438,2438,8,language science
2439,2439,7,natural science
2440,2440,7,language science
2441,2441,5,social science
2442,2442,3,natural science
2443,2443,3,language science
2444,2444,8,language science
2445,2445,2,social science
2446,2446,8,natural science
2447,2447,8,language science
2448,2448,5,natural science
2449,2449,6,language science
2450,2450,8,natural science
2451,2451,5,social science
2452,2452,5,language science
2453,2453,4,social science
2454,2454,4,natural science
2455,2455,5,social science
2456,2456,5,social science
2457,2457,8,language science
2458,2458,8,natural science
2459,2459,6,natural science
2460,2460,6,social science
2461,2461,2,language science
2462,2462,7,natural science
2463,2463,8,natural science
2464,2464,7,natural science
2465,2465,4,natural science
2466,2466,5,language science
2467,2467,4,language science
2468,2468,4,natural science
2469,2469,2,natural science
2470,2470,6,natural science
2471,2471,3,language science
2472,2472,9,language science
2473,2473,3,social science
2474,2474,2,natural science
2475,2475,8,natural science
2476,2476,2,natural science
2477,2477,2,natural science
2478,2478,3,natural science
2479,2479,4,natural science
2480,2480,5,natural science
2481,2481,5,social science
2482,2482,3,natural science
2483,2483,6,natural science
2484,2484,2,natural science
2485,2485,5,natural science
2486,2486,2,language science
2487,2487,5,social science
2488,2488,7,natural science
2489,2489,4,social science
2490,2490,2,natural science
2491,2491,11,language science
2492,2492,7,natural science
2493,2493,4,social science
2494,2494,2,language science
2495,2495,4,natural science
2496,2496,6,language science
2497,2497,4,natural science
2498,2498,4,natural science
2499,2499,3,social science
2500,2500,9,language science
2501,2501,11,language science
2502,2502,3,social science
2503,2503,4,natural science
2504,2504,3,natural science
2505,2505,6,language science
2506,2506,7,natural science
2507,2507,2,language science
2508,2508,4,natural science
2509,2509,6,natural science
2510,2510,7,natural science
2511,2511,8,social science
2512,2512,12,language science
2513,2513,3,natural science
2514,2514,7,social science
2515,2515,6,natural science
2516,2516,4,social science
2517,2517,7,natural science
2518,2518,4,natural science
2519,2519,3,natural science
2520,2520,7,natural science
2521,2521,3,natural science
2522,2522,6,language science
2523,2523,8,natural science
2524,2524,5,social science
2525,2525,6,social science
2526,2526,3,natural science
2527,2527,5,social science
2528,2528,6,natural science
2529,2529,2,natural science
2530,2530,6,natural science
2531,2531,3,natural science
2532,2532,2,social science
2533,2533,3,natural science
2534,2534,4,natural science
2535,2535,2,language science
2536,2536,3,natural science
2537,2537,4,social science
2538,2538,8,social science
2539,2539,5,social science
2540,2540,3,natural science
2541,2541,2,natural science
2542,2542,8,natural science
2543,2543,3,natural science
2544,2544,2,social science
2545,2545,2,natural science
2546,2546,8,natural science
2547,2547,3,natural science
2548,2548,7,natural science
2549,2549,7,natural science
2550,2550,3,social science
2551,2551,8,language science
2552,2552,6,natural science
2553,2553,4,natural science
2554,2554,3,natural science
2555,2555,8,natural science
2556,2556,4,natural science
2557,2557,8,natural science
2558,2558,7,natural science
2559,2559,4,natural science
2560,2560,3,natural science
2561,2561,5,natural science
2562,2562,5,natural science
2563,2563,4,social science
2564,2564,6,language science
2565,2565,6,natural science
2566,2566,4,natural science
2567,2567,5,language science
2568,2568,8,natural science
2569,2569,9,language science
2570,2570,8,social science
2571,2571,8,natural science
2572,2572,2,social science
2573,2573,2,language science
2574,2574,8,social science
2575,2575,4,natural science
2576,2576,5,natural science
2577,2577,12,language science
2578,2578,2,social science
2579,2579,2,natural science
2580,2580,3,natural science
2581,2581,6,social science
2582,2582,9,language science
2583,2583,6,social science
2584,2584,8,natural science
2585,2585,7,language science
2586,2586,2,language science
2587,2587,3,social science
2588,2588,2,language science
2589,2589,7,natural science
2590,2590,3,natural science
2591,2591,5,social science
2592,2592,8,natural science
2593,2593,4,natural science
2594,2594,12,language science
2595,2595,6,natural science
2596,2596,11,language science
2597,2597,9,language science
2598,2598,8,natural science
2599,2599,6,natural science
2600,2600,8,natural science
2601,2601,10,language science
2602,2602,5,natural science
2603,2603,4,social science
2604,2604,7,natural science
2605,2605,3,natural science
2606,2606,8,natural science
2607,2607,3,natural science
2608,2608,5,natural science
2609,2609,2,natural science
2610,2610,6,natural science
2611,2611,8,social science
2612,2612,5,natural science
2613,2613,7,natural science
2614,2614,3,natural science
2615,2615,2,language science
2616,2616,6,natural science
2617,2617,7,language science
2618,2618,6,natural science
2619,2619,10,language science
2620,2620,3,language science
2621,2621,2,language science
2622,2622,8,natural science
2623,2623,5,natural science
2624,2624,5,natural science
2625,2625,7,social science
2626,2626,5,social science
2627,2627,6,language science
2628,2628,6,natural science
2629,2629,8,natural science
2630,2630,7,social science
2631,2631,3,natural science
2632,2632,3,language science
2633,2633,6,language science
2634,2634,4,natural science
2635,2635,2,social science
2636,2636,6,language science
2637,2637,3,social science
2638,2638,4,natural science
2639,2639,7,natural science
2640,2640,4,social science
2641,2641,4,language science
2642,2642,3,natural science
2643,2643,8,natural science
2644,2644,8,natural science
2645,2645,11,language science
2646,2646,4,natural science
2647,2647,6,language science
2648,2648,7,social science
2649,2649,2,natural science
2650,2650,3,natural science
2651,2651,11,language science
2652,2652,6,language science
2653,2653,9,language science
2654,2654,7,natural science
2655,2655,2,social science
2656,2656,3,natural science
2657,2657,6,natural science
2658,2658,5,natural science
2659,2659,5,natural science
2660,2660,4,social science
2661,2661,7,natural science
2662,2662,6,natural science
2663,2663,2,natural science
2664,2664,5,social science
2665,2665,4,social science
2666,2666,9,language science
2667,2667,3,natural science
2668,2668,3,natural science
2669,2669,3,language science
2670,2670,11,language science
2671,2671,6,natural science
2672,2672,4,natural science
2673,2673,5,social science
2674,2674,7,natural science
2675,2675,2,language science
2676,2676,3,language science
2677,2677,5,social science
2678,2678,5,natural science
2679,2679,7,natural science
2680,2680,11,language science
2681,2681,11,language science
2682,2682,5,social science
2683,2683,11,language science
2684,2684,6,natural science
2685,2685,5,social science
2686,2686,6,language science
2687,2687,5,natural science
2688,2688,4,language science
2689,2689,3,natural science
2690,2690,8,natural science
2691,2691,3,natural science
2692,2692,2,natural science
2693,2693,3,natural science
2694,2694,3,natural science
2695,2695,5,social science
2696,2696,8,language science
2697,2697,4,natural science
2698,2698,4,natural science
2699,2699,8,language science
2700,2700,8,natural science
2701,2701,3,natural science
2702,2702,8,natural science
2703,2703,2,natural science
2704,2704,2,natural science
2705,2705,2,social science
2706,2706,4,natural science
2707,2707,4,natural science
2708,2708,8,social science
2709,2709,4,social science
2710,2710,5,natural science
2711,2711,4,natural science
2712,2712,7,natural science
2713,2713,5,social science
2714,2714,5,natural science
2715,2715,7,natural science
2716,2716,6,social science
2717,2717,6,natural science
2718,2718,3,social science
2719,2719,6,social science
2720,2720,6,social science
2721,2721,6,language science
2722,2722,8,natural science
2723,2723,5,natural science
2724,2724,7,natural science
2725,2725,5,language science
2726,2726,4,social science
2727,2727,8,natural science
2728,2728,5,language science
2729,2729,5,social science
2730,2730,5,social science
2731,2731,2,natural science
2732,2732,4,natural science
2733,2733,6,language science
2734,2734,3,social science
2735,2735,11,language science
2736,2736,8,social science
2737,2737,6,social science
2738,2738,3,natural science
2739,2739,4,natural science
2740,2740,3,natural science
2741,2741,3,natural science
2742,2742,5,natural science
2743,2743,3,natural science
2744,2744,3,natural science
2745,2745,5,natural science
2746,2746,4,natural science
2747,2747,3,social science
2748,2748,7,natural science
2749,2749,2,social science
2750,2750,8,natural science
2751,2751,4,natural science
2752,2752,3,language science
2753,2753,3,social science
2754,2754,7,natural science
2755,2755,8,language science
2756,2756,3,natural science
2757,2757,4,natural science
2758,2758,9,language science
2759,2759,2,natural science
2760,2760,4,natural science
2761,2761,7,natural science
2762,2762,7,natural science
2763,2763,6,natural science
2764,2764,7,language science
2765,2765,9,language science
2766,2766,2,natural science
2767,2767,4,social science
2768,2768,4,natural science
2769,2769,6,natural science
2770,2770,5,social science
2771,2771,6,natural science
2772,2772,5,natural science
2773,2773,5,social science
2774,2774,3,social science
2775,2775,6,natural science
2776,2776,1,language science
2777,2777,6,natural science
2778,2778,11,language science
2779,2779,6,natural science
2780,2780,6,natural science
2781,2781,8,social science
2782,2782,6,natural science
2783,2783,8,natural science
2784,2784,3,language science
2785,2785,3,natural science
2786,2786,2,natural science
2787,2787,4,language science
2788,2788,8,natural science
2789,2789,4,natural science
2790,2790,5,natural science
2791,2791,4,language science
2792,2792,4,natural science
2793,2793,3,natural science
2794,2794,8,natural science
2795,2795,5,social science
2796,2796,4,natural science
2797,2797,8,social science
2798,2798,10,language science
2799,2799,3,social science
2800,2800,12,language science
2801,2801,5,natural science
2802,2802,4,natural science
2803,2803,6,natural science
2804,2804,8,natural science
2805,2805,4,language science
2806,2806,3,natural science
2807,2807,2,natural science
2808,2808,5,natural science
2809,2809,7,natural science
2810,2810,8,natural science
2811,2811,7,natural science
2812,2812,4,natural science
2813,2813,4,natural science
2814,2814,7,natural science
2815,2815,3,social science
2816,2816,4,social science
2817,2817,9,language science
2818,2818,3,social science
2819,2819,4,natural science
2820,2820,3,language science
2821,2821,4,natural science
2822,2822,3,natural science
2823,2823,5,social science
2824,2824,5,social science
2825,2825,6,natural science
2826,2826,4,natural science
2827,2827,6,language science
2828,2828,5,social science
2829,2829,5,natural science
2830,2830,4,social science
2831,2831,5,natural science
2832,2832,7,language science
2833,2833,4,language science
2834,2834,3,natural science
2835,2835,10,language science
2836,2836,5,social science
2837,2837,8,social science
2838,2838,5,natural science
2839,2839,5,social science
2840,2840,9,language science
2841,2841,12,language science
2842,2842,2,language science
2843,2843,8,natural science
2844,2844,7,language science
2845,2845,8,natural science
2846,2846,7,natural science
2847,2847,5,language science
2848,2848,7,natural science
2849,2849,3,natural science
2850,2850,2,natural science
2851,2851,4,natural science
2852,2852,12,language science
2853,2853,7,social science
2854,2854,3,social science
2855,2855,8,natural science
2856,2856,5,social science
2857,2857,11,language science
2858,2858,5,language science
2859,2859,5,natural science
2860,2860,8,natural science
2861,2861,4,natural science
2862,2862,5,language science
2863,2863,5,natural science
2864,2864,4,social science
2865,2865,9,language science
2866,2866,8,language science
2867,2867,7,social science
2868,2868,4,natural science
2869,2869,10,language science
2870,2870,7,natural science
2871,2871,5,natural science
2872,2872,1,language science
2873,2873,8,social science
2874,2874,3,natural science
2875,2875,4,language science
2876,2876,3,natural science
2877,2877,3,natural science
2878,2878,5,natural science
2879,2879,2,language science
2880,2880,3,social science
2881,2881,7,natural science
2882,2882,3,natural science
2883,2883,8,language science
2884,2884,3,social science
2885,2885,9,language science
2886,2886,6,natural science
2887,2887,4,social science
2888,2888,6,natural science
2889,2889,6,natural science
2890,2890,4,natural science
2891,2891,3,natural science
2892,2892,6,language science
2893,2893,7,language science
2894,2894,5,social science
2895,2895,8,language science
2896,2896,6,natural science
2897,2897,4,social science
2898,2898,7,social science
2899,2899,3,language science
2900,2900,7,natural science
2901,2901,5,natural science
2902,2902,5,social science
2903,2903,4,natural science
2904,2904,7,language science
2905,2905,3,language science
2906,2906,12,language science
2907,2907,8,natural science
2908,2908,5,natural science
2909,2909,7,natural science
2910,2910,5,natural science
2911,2911,5,social science
2912,2912,8,natural science
2913,2913,6,natural science
2914,2914,11,language science
2915,2915,6,natural science
2916,2916,4,natural science
2917,2917,7,social science
2918,2918,4,social science
2919,2919,8,natural science
2920,2920,4,language science
2921,2921,6,natural science
2922,2922,3,social science
2923,2923,7,natural science
2924,2924,8,natural science
2925,2925,12,language science
2926,2926,4,language science
2927,2927,4,language science
2928,2928,3,social science
2929,2929,4,language science
2930,2930,7,natural science
2931,2931,4,natural science
2932,2932,3,language science
2933,2933,7,social science
2934,2934,2,natural science
2935,2935,6,natural science
2936,2936,8,social science
2937,2937,8,natural science
2938,2938,3,natural science
2939,2939,6,natural science
2940,2940,4,natural science
2941,2941,7,social science
2942,2942,4,natural science
2943,2943,4,natural science
2944,2944,3,language science
2945,2945,8,social science
2946,2946,6,language science
2947,2947,8,natural science
2948,2948,3,social science
2949,2949,8,natural science
2950,2950,6,language science
2951,2951,8,natural science
2952,2952,10,language science
2953,2953,4,natural science
2954,2954,5,natural science
2955,2955,3,language science
2956,2956,5,language science
2957,2957,2,social science
2958,2958,9,language science
2959,2959,6,social science
2960,2960,8,social science
2961,2961,4,language science
2962,2962,6,social science
2963,2963,4,social science
2964,2964,5,natural science
2965,2965,5,natural science
2966,2966,8,social science
2967,2967,3,natural science
2968,2968,8,language science
2969,2969,7,natural science
2970,2970,10,language science
2971,2971,4,natural science
2972,2972,5,language science
2973,2973,8,natural science
2974,2974,4,language science
2975,2975,8,natural science
2976,2976,7,social science
2977,2977,11,language science
2978,2978,6,social science
2979,2979,7,social science
2980,2980,6,natural science
2981,2981,8,natural science
2982,2982,5,natural science
2983,2983,6,natural science
2984,2984,5,natural science
2985,2985,7,natural science
2986,2986,12,language science
2987,2987,12,language science
2988,2988,6,natural science
2989,2989,5,natural science
2990,2990,7,natural science
2991,2991,4,natural science
2992,2992,8,natural science
2993,2993,5,social science
2994,2994,5,social science
2995,2995,8,natural science
2996,2996,7,natural science
2997,2997,8,natural science
2998,2998,6,language science
2999,2999,2,natural science
3000,3000,6,language science
3001,3001,7,social science
3002,3002,3,natural science
3003,3003,7,social science
3004,3004,4,natural science
3005,3005,2,natural science
3006,3006,6,language science
3007,3007,5,natural science
3008,3008,7,natural science
3009,3009,6,language science
3010,3010,7,social science
3011,3011,12,language science
3012,3012,4,natural science
3013,3013,7,natural science
3014,3014,4,natural science
3015,3015,8,natural science
3016,3016,3,natural science
3017,3017,7,language science
3018,3018,8,social science
3019,3019,3,natural science
3020,3020,6,natural science
3021,3021,7,natural science
3022,3022,5,social science
3023,3023,5,natural science
3024,3024,4,natural science
3025,3025,11,language science
3026,3026,4,social science
3027,3027,5,social science
3028,3028,7,natural science
3029,3029,5,social science
3030,3030,10,language science
3031,3031,5,natural science
3032,3032,3,natural science
3033,3033,8,natural science
3034,3034,3,natural science
3035,3035,10,language science
3036,3036,8,natural science
3037,3037,4,natural science
3038,3038,12,language science
3039,3039,6,language science
3040,3040,11,language science
3041,3041,8,natural science
3042,3042,8,social science
3043,3043,8,natural science
3044,3044,2,natural science
3045,3045,4,language science
3046,3046,7,natural science
3047,3047,6,social science
3048,3048,5,language science
3049,3049,8,natural science
3050,3050,3,natural science
3051,3051,7,language science
3052,3052,7,language science
3053,3053,5,social science
3054,3054,8,natural science
3055,3055,4,natural science
3056,3056,10,language science
3057,3057,2,language science
3058,3058,4,social science
3059,3059,4,social science
3060,3060,6,natural science
3061,3061,11,language science
3062,3062,3,social science
3063,3063,8,natural science
3064,3064,3,language science
3065,3065,3,language science
3066,3066,6,natural science
3067,3067,7,language science
3068,3068,11,language science
3069,3069,2,natural science
3070,3070,9,language science
3071,3071,9,language science
3072,3072,3,natural science
3073,3073,3,natural science
3074,3074,7,natural science
3075,3075,7,language science
3076,3076,11,language science
3077,3077,6,natural science
3078,3078,5,language science
3079,3079,3,natural science
3080,3080,6,natural science
3081,3081,6,natural science
3082,3082,8,social science
3083,3083,7,natural science
3084,3084,3,natural science
3085,3085,6,natural science
3086,3086,6,natural science
3087,3087,9,language science
3088,3088,3,natural science
3089,3089,6,social science
3090,3090,4,natural science
3091,3091,7,natural science
3092,3092,7,natural science
3093,3093,5,social science
3094,3094,5,natural science
3095,3095,6,natural science
3096,3096,3,natural science
3097,3097,3,natural science
3098,3098,4,natural science
3099,3099,2,natural science
3100,3100,3,natural science
3101,3101,8,social science
3102,3102,8,natural science
3103,3103,9,language science
3104,3104,4,social science
3105,3105,2,natural science
3106,3106,4,natural science
3107,3107,3,social science
3108,3108,8,social science
3109,3109,4,natural science
